,Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
591,86,F,27042,1.94,Houston,Master,5
592,53,F,43032,1.63,Phoenix,None,3
593,42,F,30187,1.55,Los Angeles,Master,4
594,164,,189587,1.93,,pHd,-3
595,90,M,92739,1.54,New York,Master,5
596,38,M,99520,1.83,Phoenix,Master,5
597,71,M,25885,1.61,New York,Bachelor,4
598,17,F,46745,1.87,Houston,Master,5
599,25,F,47512,1.8,Los Angeles,Bachelor,5
600,54,F,62636,1.73,Chicago,PhD,5
601,86,M,60578,1.62,Phoenix,None,0
602,162,,176224,1.99,,Bachelors,-5
603,87,M,67619,1.73,Phoenix,None,3
604,96,F,83528,1.72,New York,Bachelor,1
605,23,F,95634,1.98,Chicago,PhD,4
606,-7,,187983,1.73,,mastre,-1
607,73,M,32703,1.91,Phoenix,Master,2
608,39,M,22841,1.64,Phoenix,Bachelor,4
609,52,F,93923,1.81,Chicago,Bachelor,0
610,151,,-1421,1.94,,mastre,-1
611,1,F,23638,1.83,New York,None,0
612,39,M,31797,1.92,New York,PhD,3
613,37,M,31550,1.99,Houston,Bachelor,0
614,-7,,-1595,1.88,,no education,-2
615,56,F,24070,1.82,Chicago,Master,5
616,-1,,191315,1.76,,no education,-4
617,78,M,30659,1.75,Houston,None,2
618,84,F,69276,1.77,Los Angeles,None,0
619,42,M,45748,1.81,Phoenix,None,3
620,60,F,56304,1.71,Houston,PhD,0
621,57,M,25159,1.89,Los Angeles,Bachelor,1
622,57,M,50181,1.89,Los Angeles,PhD,4
623,87,F,40406,1.91,Chicago,Master,4
624,28,M,78027,1.72,Chicago,Bachelor,1
625,188,,-1812,1.76,,mastre,-2
626,61,F,77909,1.95,Chicago,Bachelor,3
627,95,M,53539,1.73,Houston,Bachelor,0
628,22,M,85032,1.62,New York,PhD,2
629,183,,154794,1.76,,no education,-3
630,11,M,70616,1.65,Houston,None,2
631,37,F,99185,1.79,Los Angeles,None,0
632,66,M,84213,1.61,Phoenix,Master,1
633,85,M,41741,1.82,Houston,None,3
634,82,M,63286,1.66,Los Angeles,Master,2
635,-3,,-1955,1.52,,no education,-5
636,43,F,38789,1.9,Chicago,PhD,0
637,12,M,40887,1.71,Chicago,Bachelor,0
638,97,F,22631,1.83,Chicago,None,4
639,31,M,30991,1.61,New York,None,2
640,87,F,47964,1.85,Houston,Master,5
641,40,F,59872,1.77,Houston,Bachelor,1
642,29,F,24527,1.69,Chicago,Master,3
643,26,M,88703,1.6,Houston,PhD,1
644,158,,-1820,1.52,,Bachelors,-4
645,4,M,57999,1.75,New York,Bachelor,1
646,6,M,53726,1.98,Los Angeles,Bachelor,0
647,32,F,69742,1.86,Phoenix,None,3
648,61,F,81020,1.65,Phoenix,Master,5
649,79,M,41815,1.9,Chicago,Master,0
650,99,M,81551,1.86,Houston,PhD,4
651,10,F,89642,1.84,Chicago,Master,5
652,59,F,51373,1.5,Phoenix,Bachelor,2
653,54,M,65295,1.75,Los Angeles,Master,5
654,81,F,22089,1.54,Los Angeles,PhD,2
655,74,M,31360,1.73,Chicago,Bachelor,3
656,25,F,83379,1.51,Phoenix,None,2
657,92,M,21625,1.76,Chicago,Bachelor,4
658,90,M,95186,1.72,New York,Master,4
659,50,M,87177,1.83,New York,PhD,4
660,64,F,59550,1.87,Phoenix,PhD,2
661,52,F,62310,1.54,Houston,None,3
662,32,M,90073,1.75,New York,Bachelor,0
663,19,F,97051,1.64,Houston,None,1
664,84,F,45131,1.96,Houston,PhD,1
665,89,F,20243,1.89,Houston,PhD,4
666,1,F,20903,1.77,Houston,PhD,1
667,97,F,95588,1.55,Chicago,Bachelor,5
668,99,F,64949,1.63,New York,Master,5
669,14,M,75167,1.52,New York,Bachelor,4
670,100,M,63994,1.74,Houston,Master,5
671,55,F,48304,1.94,Chicago,PhD,5
672,29,F,45327,1.72,Los Angeles,PhD,1
673,23,M,73696,1.58,New York,PhD,1
674,90,M,84812,1.79,Chicago,Master,3
675,67,F,30299,2.0,Chicago,PhD,1
676,60,M,71175,1.93,New York,PhD,5
677,7,F,43937,1.78,Los Angeles,Bachelor,3
678,-10,,189137,1.9,,pHd,-2
679,-6,,191818,1.56,,pHd,-3
680,16,F,96007,1.55,Phoenix,Bachelor,4
681,-6,,150316,1.79,,no education,-4
682,18,M,76784,1.99,Chicago,Bachelor,1
683,60,M,89265,1.53,Chicago,None,2
684,86,F,82401,1.84,Chicago,Bachelor,4
685,68,M,47647,1.76,Phoenix,Master,0
686,72,F,33717,1.62,Houston,PhD,2
687,-5,,-1268,1.73,,pHd,-3
688,155,,-1037,1.73,,no education,-5
689,-1,,-1488,1.61,,Bachelors,-5
690,57,M,66808,1.93,Los Angeles,PhD,3
691,79,F,53213,1.95,New York,None,5
692,155,,-1682,1.72,,pHd,-1
693,65,M,99821,1.79,Phoenix,PhD,5
694,55,M,92376,1.76,New York,PhD,5
695,71,M,85808,1.51,New York,PhD,5
696,58,F,25815,1.53,Phoenix,Master,1
697,167,,181942,1.5,,Bachelors,-3
698,96,F,23137,1.93,Chicago,PhD,3
699,61,F,60033,1.62,Los Angeles,Master,0
700,58,M,62693,1.8,Houston,PhD,2
701,-3,,198058,1.52,,mastre,-3
702,97,F,24498,1.79,Phoenix,None,5
703,32,F,77466,1.68,Houston,Bachelor,4
704,82,M,29867,1.82,Houston,None,2
705,36,M,67048,1.96,Houston,Master,3
706,99,F,88219,1.82,Chicago,PhD,5
707,100,M,81360,1.5,New York,Master,4
708,67,M,93341,1.73,New York,None,4
709,63,M,35238,1.75,Phoenix,None,5
710,-1,,-1573,1.93,,Bachelors,-3
711,31,F,64702,1.82,New York,PhD,2
712,36,M,50830,1.86,Los Angeles,Bachelor,3
713,57,F,63921,1.91,Houston,None,2
714,10,M,93583,1.54,Los Angeles,Bachelor,0
715,92,F,95305,1.63,Los Angeles,Master,0
716,37,F,73027,1.61,Houston,Master,4
717,31,M,48195,1.96,Phoenix,Master,5
718,35,M,43504,1.92,Phoenix,Bachelor,0
719,43,F,87264,1.78,Los Angeles,Bachelor,3
720,41,M,71940,1.52,New York,None,2
721,-4,,162336,1.82,,mastre,-2
722,11,M,81739,1.61,Chicago,Bachelor,1
723,18,F,96706,1.56,New York,Master,1
724,20,F,87306,1.96,New York,None,1
725,30,F,23439,1.99,Los Angeles,None,0
726,50,M,77483,1.56,New York,None,3
727,89,F,36433,1.53,New York,Bachelor,1
728,20,F,53252,1.92,Chicago,Master,4
729,91,F,33166,1.91,Phoenix,Master,4
730,-1,,188488,1.64,,Bachelors,-2
731,9,M,80795,1.53,Phoenix,PhD,1
732,54,F,88457,1.96,New York,Master,3
733,53,M,57411,1.64,New York,Bachelor,5
734,43,F,36659,1.86,Chicago,Master,1
735,70,M,61199,1.67,Los Angeles,Master,4
736,-5,,-1869,1.88,,pHd,-5
737,54,M,56858,1.95,New York,Bachelor,3
738,8,F,99543,1.93,Phoenix,Master,5
739,27,M,77499,1.56,Chicago,Bachelor,5
740,197,,196583,1.97,,Bachelors,-2
741,50,F,90559,1.71,Houston,Bachelor,5
742,99,F,96329,1.81,Chicago,Bachelor,0
743,-4,,-1993,1.99,,Bachelors,-5
744,-4,,-1183,1.87,,Bachelors,-5
745,3,F,41815,1.59,Phoenix,None,1
746,98,F,65364,1.78,Houston,Master,1
747,178,,-1852,1.59,,pHd,-5
748,49,M,88333,1.51,Los Angeles,PhD,2
749,62,M,92695,1.95,New York,None,3
750,1,M,67664,1.75,Chicago,PhD,1
751,46,M,93899,1.82,Chicago,PhD,5
752,39,M,35055,1.85,Chicago,PhD,0
753,97,F,66957,1.62,Los Angeles,PhD,0
754,50,F,92843,1.81,New York,Bachelor,5
755,54,F,20802,1.67,New York,PhD,0
756,69,F,30884,1.5,Chicago,Master,0
757,96,F,33982,1.99,Phoenix,None,2
758,95,M,69487,1.93,Houston,Master,0
759,70,M,40478,1.94,Chicago,Master,5
760,78,F,35014,1.81,Los Angeles,None,3
761,-7,,-1014,1.84,,no education,-2
762,63,F,78329,1.57,New York,Master,4
763,29,F,88708,1.84,Houston,None,5
764,35,M,90280,1.58,Los Angeles,PhD,3
765,56,M,92111,1.89,New York,Master,1
766,63,F,33363,1.79,Los Angeles,Master,1
767,4,M,77731,1.61,Los Angeles,Bachelor,2
768,50,F,64065,1.8,Phoenix,Master,2
769,170,,169521,1.96,,pHd,-4
770,86,F,37409,1.84,Chicago,Bachelor,4
771,-5,,196614,1.93,,mastre,-5
772,52,M,63659,1.81,Houston,Master,4
773,93,M,85323,1.83,Houston,None,4
774,22,F,43535,1.86,Phoenix,Bachelor,5
775,60,M,84448,1.67,Phoenix,PhD,4
776,-5,,157098,1.54,,no education,-4
777,-6,,171125,1.92,,no education,-2
778,69,M,83963,1.9,Los Angeles,None,2
779,199,,168408,1.83,,mastre,-5
780,51,F,33222,1.87,Los Angeles,None,2
781,76,M,73106,1.72,New York,None,3
782,73,M,93687,1.95,Houston,Bachelor,0
783,85,M,30931,1.54,Chicago,None,0
784,4,M,93825,1.82,New York,Bachelor,5
785,11,M,96588,1.83,Los Angeles,None,4
786,196,,170531,1.91,,Bachelors,-1
787,55,M,87692,1.54,Los Angeles,Bachelor,0
788,18,M,24912,1.71,New York,Bachelor,4
789,-4,,-1456,1.96,,Bachelors,-4
790,24,M,76180,1.7,Houston,None,1
791,-8,,-1510,1.83,,mastre,-4
792,34,M,61318,1.76,Houston,Master,2
793,49,M,42302,1.94,Phoenix,PhD,4
794,42,F,58281,1.85,Houston,Master,0
795,28,M,59467,1.58,Los Angeles,Master,5
796,-9,,-1309,1.58,,mastre,-4
797,42,F,35760,1.51,Phoenix,Master,0
798,44,F,59714,1.8,Los Angeles,Master,3
799,98,M,65961,1.69,Los Angeles,None,3
800,49,F,43745,1.81,Chicago,PhD,0
801,36,F,24303,1.88,Chicago,Master,2
802,97,F,38317,1.67,Houston,None,2
803,54,M,75018,1.5,Los Angeles,Master,5
804,33,M,75444,1.58,Phoenix,Bachelor,0
805,11,F,32865,1.84,Chicago,Bachelor,5
806,61,M,78318,1.59,Houston,PhD,4
807,163,,-1438,1.75,,no education,-4
808,171,,-1233,1.95,,Bachelors,-1
809,70,M,66660,1.64,Chicago,Bachelor,0
810,7,F,42902,1.67,Houston,Master,4
811,45,F,86970,1.81,Los Angeles,Master,3
812,29,M,38888,1.56,Los Angeles,None,0
813,84,F,38469,1.76,Houston,Master,0
814,9,M,48552,1.85,Phoenix,Bachelor,1
815,100,M,43444,1.78,Phoenix,Bachelor,2
816,84,M,91973,1.92,New York,Master,5
817,6,F,46997,1.66,Los Angeles,None,5
818,-9,,-1290,1.74,,pHd,-3
819,4,M,29078,1.89,Houston,Bachelor,3
820,32,M,48666,1.62,Chicago,None,0
821,-6,,-1464,1.52,,mastre,-3
822,3,F,21764,1.89,Houston,PhD,4
823,80,M,52545,1.56,Houston,Bachelor,1
824,20,F,23131,1.74,Chicago,None,1
825,173,,-1914,1.9,,no education,-4
826,17,F,95795,1.99,New York,None,2
827,61,M,31109,1.52,Phoenix,Master,0
828,86,M,89477,1.86,Los Angeles,Bachelor,0
829,15,M,57281,1.62,Phoenix,PhD,3
830,73,F,62488,1.59,Phoenix,Master,5
831,28,F,57504,1.72,New York,None,4
832,60,M,53361,1.53,Phoenix,Master,4
833,90,F,86445,1.75,Chicago,Bachelor,5
834,33,M,59122,1.54,Houston,PhD,1
835,99,M,37806,1.8,Phoenix,PhD,0
836,159,,-1818,1.7,,pHd,-3
837,22,M,66925,1.88,New York,None,2
838,78,M,45829,1.65,Phoenix,None,1
839,78,F,88856,1.57,New York,Bachelor,3
840,96,F,32375,1.65,New York,None,1
841,92,M,20534,1.91,Chicago,PhD,2
842,15,M,33443,1.92,Los Angeles,Bachelor,1
843,199,,-1156,1.55,,Bachelors,-3
844,21,M,73525,1.56,Houston,Bachelor,2
845,40,F,67197,1.56,Phoenix,PhD,2
846,14,M,98974,1.92,Houston,None,0
847,75,F,99206,1.86,New York,Bachelor,4
848,4,M,83767,1.75,Phoenix,PhD,5
849,40,F,58090,1.6,New York,Master,4
850,74,M,36391,1.86,Houston,None,2
851,87,F,40188,1.71,New York,None,0
852,49,F,52646,1.58,New York,None,0
853,51,M,95529,1.84,Phoenix,PhD,5
854,92,F,95845,1.57,Los Angeles,PhD,5
855,26,F,45241,1.51,Phoenix,None,4
856,10,F,48275,1.97,Chicago,PhD,1
857,76,F,44117,1.63,Phoenix,Bachelor,3
858,89,F,49258,1.63,Houston,Master,0
859,81,F,70293,1.6,Chicago,PhD,4
860,32,F,24422,1.86,New York,PhD,2
861,14,M,48943,1.86,Phoenix,PhD,4
862,90,M,36841,1.68,Houston,Bachelor,3
863,99,F,56357,1.79,New York,PhD,4
864,39,M,89904,1.99,New York,None,2
865,177,,199399,1.68,,pHd,-2
866,77,M,72682,1.63,Houston,Master,3
867,193,,-1557,1.76,,pHd,-2
868,73,M,37156,1.75,Chicago,PhD,4
869,6,F,69834,1.65,Los Angeles,Master,2
870,45,F,83655,1.57,Phoenix,Bachelor,3
871,69,F,28092,1.99,New York,Bachelor,4
872,55,M,52744,1.64,Los Angeles,None,4
873,85,F,48852,1.86,Chicago,Bachelor,1
874,48,F,26268,1.9,New York,Bachelor,5
875,9,M,92690,1.93,Chicago,PhD,1
876,179,,166207,1.87,,Bachelors,-1
877,83,M,90103,1.81,Chicago,None,5
878,44,M,22801,1.91,Houston,Master,2
879,2,F,97706,1.74,Chicago,Master,5
880,54,M,28540,1.61,Los Angeles,Master,0
881,63,M,78172,1.87,Houston,Master,1
882,14,F,56027,1.96,Phoenix,Master,0
883,56,F,95366,1.6,Houston,None,5
884,47,F,88586,1.98,New York,Bachelor,5
885,82,F,77402,1.76,New York,Master,2
886,59,M,67513,1.83,Phoenix,Master,2
887,91,M,47394,1.86,Houston,Bachelor,1
888,20,F,74963,1.85,Los Angeles,PhD,4
889,56,F,94715,1.94,Phoenix,Master,4
890,23,M,94190,1.87,Houston,Master,5
891,94,M,84348,1.56,Los Angeles,Master,4
892,67,F,69046,1.51,Phoenix,Master,0
893,84,F,57508,1.98,Chicago,PhD,1
894,35,M,65028,1.86,Phoenix,None,5
895,79,M,53591,1.93,Chicago,Bachelor,3
896,177,,-1836,1.79,,mastre,-3
897,100,M,34458,1.52,New York,Bachelor,5
898,62,M,57431,1.97,Los Angeles,Master,1
899,60,F,47714,1.94,Chicago,None,4
900,56,F,66719,1.71,Houston,Bachelor,1
901,94,M,28743,1.67,Houston,None,4
902,189,,194875,1.74,,Bachelors,-1
903,178,,178664,1.76,,pHd,-5
904,42,M,22409,1.61,Houston,Master,0
905,-1,,-1628,1.91,,mastre,-5
906,12,F,87572,1.78,Chicago,PhD,0
907,36,M,23329,1.89,Phoenix,None,0
908,58,F,58414,1.61,Los Angeles,Bachelor,2
909,32,F,28569,1.79,New York,PhD,0
910,97,F,70888,1.64,Houston,Bachelor,0
911,60,M,83647,1.95,Los Angeles,Bachelor,5
912,73,M,53379,1.74,New York,Master,0
913,79,M,65411,1.55,Houston,Master,3
914,86,M,75010,1.71,Houston,PhD,3
915,49,M,26393,1.83,New York,PhD,1
916,44,F,81517,1.52,Los Angeles,Master,0
917,4,M,37090,1.67,Houston,Bachelor,5
918,64,M,86607,1.63,New York,Master,4
919,42,F,28529,1.54,Los Angeles,Master,2
920,-2,,-1672,1.56,,no education,-5
921,63,M,27825,1.84,Los Angeles,Bachelor,3
922,28,F,40157,1.96,Houston,Bachelor,4
923,46,F,43203,1.78,Los Angeles,Master,1
924,34,F,95284,1.67,Houston,PhD,5
925,44,F,67311,1.65,Phoenix,Bachelor,4
926,36,M,85621,1.67,New York,Bachelor,3
927,77,M,59048,1.84,Chicago,PhD,4
928,90,M,69145,1.57,New York,None,0
929,-3,,165498,1.87,,Bachelors,-5
930,72,M,22199,1.75,Houston,Bachelor,4
931,2,M,74448,1.92,Chicago,PhD,0
932,67,M,63795,1.7,Los Angeles,Master,2
933,-9,,187485,1.56,,Bachelors,-2
934,11,M,97347,1.56,Los Angeles,None,4
935,31,F,20262,1.76,Los Angeles,None,1
936,93,M,58514,1.62,Los Angeles,None,0
937,53,F,68673,1.58,Phoenix,PhD,4
938,63,F,82788,1.97,Los Angeles,None,5
939,-8,,191279,1.87,,pHd,-4
940,98,F,74869,1.73,Phoenix,Master,5
941,31,M,97398,1.59,Houston,Bachelor,2
942,89,F,40785,1.83,Phoenix,PhD,3
943,61,M,31040,1.51,Chicago,None,2
944,83,F,86024,1.53,Houston,None,4
945,92,F,49733,1.92,Houston,Bachelor,0
946,63,M,37680,1.67,Houston,Master,5
947,58,F,47269,1.64,Houston,None,2
948,3,M,54059,1.63,Phoenix,Bachelor,4
949,12,F,81234,1.52,Los Angeles,PhD,0
950,38,F,25290,1.51,New York,PhD,2
951,29,F,24454,1.57,Chicago,Master,2
952,52,F,32891,1.76,Houston,None,2
953,89,M,71119,1.95,Chicago,PhD,0
954,32,F,60334,1.62,Phoenix,None,1
955,40,M,55682,1.71,Phoenix,Bachelor,4
956,85,M,39693,1.84,New York,Master,3
957,75,F,63153,1.77,New York,PhD,0
958,48,M,99936,1.56,New York,Master,1
959,61,F,46061,1.65,Chicago,PhD,1
960,71,M,65405,1.87,Los Angeles,PhD,1
961,68,F,59809,1.54,New York,Bachelor,1
962,45,M,59224,1.91,Chicago,Master,2
963,55,F,87022,1.9,Houston,PhD,4
964,-8,,171445,1.9,,Bachelors,-1
965,71,F,49668,1.55,New York,PhD,5
966,43,M,29697,1.74,Chicago,None,5
967,46,M,53541,1.76,Chicago,None,4
968,90,M,84947,1.56,Los Angeles,Bachelor,2
969,59,M,60079,1.58,Phoenix,Bachelor,3
970,154,,-1409,1.62,,pHd,-3
971,40,F,36979,1.98,New York,PhD,0
972,33,M,47984,1.83,Chicago,None,3
973,30,F,22377,1.58,Phoenix,None,2
974,16,F,29169,1.67,Phoenix,None,2
975,93,F,55116,1.99,Phoenix,PhD,0
976,-6,,-1970,2.0,,Bachelors,-1
977,41,M,72632,1.68,Los Angeles,Master,0
978,16,M,63086,1.93,Los Angeles,PhD,3
979,96,M,20075,1.56,Houston,None,4
980,180,,-1591,1.64,,Bachelors,-4
981,98,M,79265,1.6,Los Angeles,PhD,1
982,89,F,32876,1.55,Chicago,Master,2
983,24,F,49968,1.94,Los Angeles,Master,2
984,25,F,62519,1.85,New York,Master,3
985,28,F,30784,1.64,Los Angeles,Master,2
986,95,M,23265,1.68,New York,Bachelor,2
987,62,M,94172,1.87,Phoenix,None,2
988,36,F,72017,1.88,Chicago,Bachelor,3
989,93,M,34462,1.75,Chicago,None,0
990,76,F,88522,1.57,Los Angeles,Master,1
991,98,M,97906,1.78,Los Angeles,None,5
992,68,F,80692,1.57,Chicago,None,3
993,77,M,21475,1.65,Houston,PhD,1
994,37,M,34715,1.87,Phoenix,PhD,1
995,13,F,53994,1.69,Chicago,PhD,3
996,25,M,28478,1.86,Chicago,PhD,0
997,38,F,43708,1.68,Phoenix,None,5
998,30,M,94547,1.55,Phoenix,Bachelor,4
999,47,M,85538,1.89,Los Angeles,None,4
1000,23,F,20799,1.91,Chicago,Master,0
1001,-7,,185102,1.84,,mastre,-5
1002,2,F,42309,1.77,Chicago,None,0
1003,91,M,70617,1.66,Phoenix,PhD,2
1004,69,M,83592,1.63,Houston,Master,4
1005,17,F,24769,1.77,Los Angeles,PhD,1
1006,36,M,66507,1.82,Phoenix,PhD,5
1007,6,F,22182,1.75,Los Angeles,Bachelor,2
1008,7,M,75306,1.74,Phoenix,Master,2
1009,71,F,86259,1.6,Houston,Master,4
1010,38,M,91941,1.95,Houston,None,0
1011,90,F,51530,1.55,Chicago,PhD,4
1012,17,M,65051,1.52,New York,PhD,4
1013,82,M,69534,1.97,Chicago,PhD,2
1014,97,M,62684,1.68,Chicago,Master,4
1015,63,F,57909,1.62,Los Angeles,PhD,3
1016,14,M,78533,1.74,Houston,None,3
1017,2,F,41855,1.68,New York,Master,0
1018,74,M,94387,1.85,Houston,Bachelor,4
1019,37,M,37060,1.89,Houston,None,4
1020,61,F,68866,1.82,Los Angeles,PhD,5
1021,62,M,84715,1.86,Phoenix,Bachelor,2
1022,57,F,97485,1.62,Los Angeles,Master,4
1023,157,,-1471,1.62,,Bachelors,-3
1024,-6,,-1799,1.67,,pHd,-3
1025,7,M,33309,1.58,New York,Bachelor,4
1026,33,F,59149,1.95,Chicago,None,4
1027,62,F,55495,1.62,Chicago,None,3
1028,15,M,76840,1.66,New York,Master,3
1029,9,F,47426,1.72,Phoenix,None,5
1030,52,F,50366,1.56,Los Angeles,Bachelor,1
1031,63,M,27472,1.5,Los Angeles,Master,1
1032,10,M,94168,1.57,Los Angeles,PhD,0
1033,74,M,89227,1.99,Phoenix,PhD,5
1034,81,M,77788,1.95,Houston,Bachelor,0
1035,88,F,28542,1.57,New York,PhD,4
1036,7,F,78507,1.59,Houston,PhD,2
1037,20,F,50913,1.54,Phoenix,Bachelor,0
1038,20,M,70091,1.88,New York,None,4
1039,73,F,62204,1.54,Phoenix,None,5
1040,39,F,76096,1.91,New York,None,1
1041,11,F,95315,1.63,Phoenix,PhD,4
1042,32,M,98599,1.67,Phoenix,Bachelor,1
1043,170,,198695,1.95,,Bachelors,-4
1044,72,F,86344,1.76,Chicago,Bachelor,4
1045,-3,,-1485,1.53,,Bachelors,-4
1046,54,F,72455,1.93,Phoenix,PhD,4
1047,78,F,41215,1.77,Houston,None,1
1048,77,M,73032,1.86,Houston,PhD,0
1049,200,,193609,1.8,,pHd,-4
1050,29,F,43702,1.94,New York,Master,1
1051,100,M,85300,1.66,Phoenix,Master,3
1052,67,M,20894,1.64,Chicago,Master,1
1053,49,F,97201,1.75,Los Angeles,Bachelor,2
1054,58,M,25179,1.92,Houston,Bachelor,5
1055,57,M,93648,1.77,Houston,Master,5
1056,39,M,71359,1.51,New York,PhD,2
1057,76,F,48167,1.79,Los Angeles,Master,0
1058,55,F,44127,1.72,Chicago,Bachelor,0
1059,199,,-1959,1.8,,Bachelors,-2
1060,73,F,83527,1.81,Phoenix,PhD,5
1061,80,F,84641,1.93,Phoenix,Master,4
1062,8,M,29608,1.93,New York,Master,4
1063,79,F,86663,1.77,Los Angeles,PhD,5
1064,95,F,27452,1.89,Phoenix,PhD,0
1065,13,M,60079,1.59,New York,None,4
1066,98,M,29581,1.61,New York,None,1
1067,27,M,94355,1.83,Houston,Bachelor,5
1068,81,M,50963,1.7,New York,Master,5
1069,-3,,199463,1.91,,no education,-1
1070,34,F,75640,1.5,New York,None,4
1071,85,F,72347,1.74,Chicago,Bachelor,1
1072,11,F,25506,1.86,Phoenix,Bachelor,0
1073,21,M,70487,1.67,New York,Master,1
1074,31,M,44908,1.7,Phoenix,Master,3
1075,23,M,79293,1.66,New York,Bachelor,0
1076,71,M,96735,1.77,New York,Bachelor,5
1077,10,F,25562,1.53,Phoenix,Bachelor,3
1078,21,M,59895,1.51,New York,Master,5
1079,1,M,99125,1.95,Houston,Master,4
1080,53,F,71319,1.91,Los Angeles,Bachelor,1
1081,58,M,30749,1.97,Chicago,Master,2
1082,89,M,59636,1.74,Houston,Master,3
1083,170,,-1686,1.62,,mastre,-4
1084,61,F,21768,1.58,Houston,Bachelor,1
1085,38,M,24829,1.77,Houston,None,2
1086,5,F,57508,1.69,Phoenix,None,5
1087,30,M,26441,1.72,Houston,Master,5
1088,37,F,99803,1.98,Los Angeles,PhD,0
1089,91,F,57826,1.6,Los Angeles,Bachelor,4
1090,37,M,29911,1.62,Los Angeles,None,3
1091,90,M,58015,1.79,Chicago,Bachelor,4
1092,59,M,96623,1.79,Chicago,Bachelor,4
1093,10,F,45828,1.95,Chicago,PhD,0
1094,88,F,92217,1.78,Phoenix,Master,1
1095,30,M,21361,1.83,Los Angeles,PhD,5
1096,185,,-1211,1.54,,Bachelors,-5
1097,81,F,84702,1.76,Houston,PhD,3
1098,76,M,47099,1.71,Houston,PhD,3
1099,-4,,177119,1.71,,pHd,-2
1100,26,M,56789,1.94,Los Angeles,Master,1
1101,55,M,67755,1.71,Phoenix,Master,0
1102,15,M,28837,1.63,Chicago,Bachelor,5
1103,70,F,86113,1.59,Phoenix,Master,5
1104,29,F,80682,1.51,Los Angeles,PhD,5
1105,83,F,51115,1.76,Phoenix,PhD,2
1106,20,M,85508,1.9,Phoenix,Master,0
1107,35,M,70782,1.71,Los Angeles,None,3
1108,19,M,45306,1.62,Chicago,None,4
1109,10,M,33234,1.67,Phoenix,Bachelor,5
1110,8,F,67486,1.65,New York,Bachelor,2
1111,196,,155829,2.0,,mastre,-5
1112,40,F,83272,1.53,Los Angeles,PhD,2
1113,191,,172115,1.84,,mastre,-4
1114,-6,,160109,1.61,,pHd,-5
1115,73,M,89275,1.69,Houston,None,1
1116,37,M,41637,1.58,New York,Master,3
1117,57,M,41053,1.53,New York,Master,4
1118,16,M,39820,1.73,Phoenix,None,2
1119,60,M,53893,1.77,Houston,None,4
1120,89,M,20277,1.75,Houston,Master,5
1121,39,M,35386,1.82,Chicago,None,4
1122,90,F,56530,1.78,New York,PhD,2
1123,52,F,75131,1.73,New York,None,4
1124,35,F,53760,1.87,Phoenix,None,1
1125,65,M,28087,1.63,Los Angeles,PhD,3
1126,70,F,36456,1.82,Phoenix,Bachelor,3
1127,64,F,57919,1.5,Phoenix,None,5
1128,57,M,91379,1.78,Phoenix,Master,0
1129,-4,,169955,1.7,,no education,-1
1130,77,F,85422,1.97,New York,Bachelor,4
1131,6,M,22159,1.51,Houston,Master,0
1132,56,M,83351,1.6,Los Angeles,Bachelor,2
1133,95,M,89143,1.98,Houston,Master,0
1134,42,F,95605,1.74,Houston,Bachelor,3
1135,78,F,94335,1.77,Houston,None,3
1136,199,,160204,1.75,,Bachelors,-2
1137,4,F,44163,1.71,Houston,Master,2
1138,12,M,21166,1.91,Los Angeles,Bachelor,1
1139,30,M,52121,1.61,Chicago,Bachelor,5
1140,87,F,63287,1.69,New York,None,4
1141,162,,198451,1.59,,Bachelors,-5
1142,76,F,24807,1.79,Phoenix,None,3
1143,3,F,53372,1.98,Chicago,Master,4
1144,98,M,76656,1.69,Houston,Bachelor,4
1145,87,F,87165,1.97,Los Angeles,PhD,5
1146,35,M,23458,1.55,Phoenix,None,0
1147,74,M,84455,1.68,New York,PhD,1
1148,6,F,65823,1.68,Los Angeles,Bachelor,5
1149,98,F,23131,1.98,Houston,Bachelor,4
1150,97,M,41811,1.93,Phoenix,Master,1
1151,23,M,65295,1.64,Chicago,None,2
1152,61,F,96355,1.54,Los Angeles,PhD,3
1153,67,F,47629,1.75,Houston,Bachelor,0
1154,84,F,21449,1.71,Los Angeles,Master,2
1155,57,F,39002,1.66,Houston,Bachelor,5
1156,36,F,56224,1.54,New York,Bachelor,5
1157,197,,-1154,1.75,,mastre,-1
1158,75,M,42521,1.88,Phoenix,Bachelor,0
1159,56,M,68880,1.8,New York,Bachelor,1
1160,82,M,61298,1.84,Los Angeles,Master,2
1161,63,F,49536,1.99,New York,PhD,3
1162,12,M,25658,1.74,New York,Bachelor,1
1163,-8,,-1311,1.77,,Bachelors,-3
1164,45,F,51390,1.68,Phoenix,None,0
1165,53,M,21700,1.88,Los Angeles,Master,1
1166,43,F,73205,1.54,New York,Bachelor,1
1167,42,F,31605,1.75,Los Angeles,Master,0
1168,86,F,97750,1.6,New York,Bachelor,4
1169,14,M,27856,1.98,Los Angeles,Master,2
1170,21,F,74131,1.78,New York,Master,3
1171,43,M,96604,1.63,New York,Bachelor,5
1172,53,M,36704,1.66,Chicago,PhD,2
1173,89,M,24378,1.54,Los Angeles,PhD,1
1174,196,,163681,1.53,,pHd,-1
1175,37,M,91672,1.51,Houston,Master,3
1176,85,M,99183,1.96,Phoenix,None,1
1177,52,M,27615,1.79,New York,Bachelor,3
